Abstract,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper deals with designing an optimum production system for the agricultural processing industry, where raw materials are harvested seasonally and are usable for only a limited shelf-life First discussing the supply capability for the annual market demand, this model clarifies the relationship of production capacity consistent with average stock level of end-products and storage capacity of holding semi-products (half-processed products). © 1984 Taylor and Francis Ltd.",1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper deals with the problem of designing an effective production system for processing agricultural products, where raw materials, are harvested seasonally and have a limited shelf-life because of their perishability, although the market demand for the final products may be reasonably uniform throughout the year This model can clarify the relationship between production capacity and supply capability to the annual market demand, where the production system has two different types of processing processes and the number of workers hired by the plant is constant throughout the year. From the results of analysis, this paper proposes a method for designing an optimum production system under multiple-objective functions. © 1983 Taylor and Francis Ltd.",1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper deals with the problem in designing an efficient production system where perishable raw materials are to be professed into several kinds of end-products. This model can clarify the relationship between the production capacity and the buffer inventory of end-products that are able to control, within their acceptable limits, both the decaying loss of harvested raw materials and the out-of-stock level of end-products. © 1986 Taylor and Francis Ltd.",1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In the material flow sector, there is a great potential for rationalization which should be taken advantage of. In this report, modular elements for automated material flow in manufacturing; particularly in flexible manufacturing cells and systems are presented and explained in the form of concepts for systems. The technical design and the implementation of these material flow components are illustrated on the basis of flexible manufacturing systems already built or in the planning stage. © 1986 Taylor and Francis Ltd.",1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It is illustrated that no solution exists at any make-span below the minimum, but that a solution exists at all make-spans at and above the minimum, so that to find the minimum make-span, it is merely necessary to find the transition-point. The method uses a job-proeess-time matrix, which is not unlike a Gantt chart, to determine whether a solution exists at a particular make-span. Various make-spans are tested in a procedure that rapidly converges on the minimum. Due-dates are one kind of constraint applicable to the job-process-time matrix. The procedure can be used to solve problems with due-dates, repeated processes, passing, labour shortages, machine maintenance, limited floor space, initial work in progress, suspended processing and so on. © 1972 Taylor & Francis Group, LLC.",1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Recently a maintenance policy (so-called ‘on condition’) has increased in importance. Such a policy is based on the systematic control of equipment: preventive action starts on the basis of the information gathered from inspections. To determine an optimal on-condition maintenance policy means to determine the sequence of inspection times which can allow the lowest maintenance intervention and inspection cost. In this paper, the authors show a mathematical model of a nearly optimal inspection policy suitable for production plant equipments. Unlike most previous studies, the model states the hypothesis of two different rates of wear of the equipment, corresponding to two different stages of the failure process, before and after the alarm threshold is exceeded. The model is applied to a real case by examining various intervention policies in different operative situations, with maintenance cost dependent on the plant utilization level. © 1984 Taylor and Francis Ltd.",1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper presents a benefit/cost analysis for different alternatives considered as remedial actions to reduce potential health hazards associated with radioactive uranium tailings remaining at a dismantled mill in Salt Lake City, Utah, U.S.A. The analysis was carried out in two phases. Phase one considered: (1) the health hazards associated with each of the alternatives over various future time periods; (2) parametric benefit/cost analyses using various monetary values of human life and real estate; and (3) discount and inflation rates. The analysis was undertaken with and without including opportunity costs. Phase two focused on non-quantifiable constraints that had not been covered in the first phase, and eliminated nil but three of the alternatives. © 1978, Taylor & Francis Group, LLC.",1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parallel processing offers several advantages. However, when processing times are allowed to vary, it can result in unpredictable job sequences. This issue must be addressed in assembly systems where it is necessary to match specific jobs with specific materials downstream. This research analyses job sequences after parallel processing and provides strategies for dealing with jobs getting out of sequence. One strategy involves re-sequencing materials using material buffers and another involves re-sequencing jobs using job buffers. A simple analysis determines the size of material buffers. The size of job buffers is estimated using analytical approximation and formulas fitted to simulation results. © 1989 Taylor & Francis Group, LLC.",1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vtilizing t.atlitionnl machinery:sheet metal parts are usually produced in large batrhes. decreasing lot sizes and fast changing demand calls for highly flexible pnxlurtion systems. In spite of their rather high system cost, high power laser production systems could prove profitable on account of their big ntlvantage in terms of flexibility. A uniquely flexible manufacturing system was a broad spectrum of 3-dimensional sheet metal parts. Throupliout the planning and conceptual phase, different system structures -elxunalysed. particularly mnterial flow through the whole system. then handling of diffewnt parts, jigs and fixtuws along with their inherent flexibility and. of course. the laser systems themselves. Unconventional solutions were put fonvard'as an answer to a unique problem. A laser may be easily arquired. hut not a turn-key working station and in no case a complete flexible -nenofarturings ystem for widely varied tasks. © 1986 Taylor and Francis Ltd.",1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SmartSim is a simulation environment that can be used by manufacturing engineers as a computer aided design tool for designing manufacturing systems. SmartSim has been found to increase the ease with which simulation models can be constructed and modified. It is able to accomplish this due to the synergy of an icon-based user interface, availability of interactive animation, support for an object-oriented simulation world view, inheritance, a built-in taxonomy of simulation objects, and facilities for subsystem construction, archiving and reuse. © 1990 Taylor & Francis Group, LLC.",1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper describes a model that considers the quantitative work flow aspect of the facility layout problem as well as the qualitative closeness rating aspect. The model is presented as a quadratic assignment problem and can be solved by various existing techniques. The results indicate that this model does a good job of separating facilities with undesirable closeness ratings, particularly those with low work flow volumes. The model also appears to be effective in keeping facilities with a high closeness rating near each other, even when there is no work flow between them.",1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Earlier investigation has shown that, from the point of view of flank wear, tool-life can be predicted by the initial cutting temperature. This paper presents a correlation between the drill temperature with cutting speed and feed while drilling cast iron and derives the tool-life equation on the basis of temperature data. The equation obtained agrees well with that obtained by conventional test. © 1970 Taylor & Francis Group, LLC.",1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The elastic deformation of the links of a metal machining system leads to surface profiles which are often different from the desired shape. The analysis presented here is concerned with the machining accuracy attainable in turning for different head- and tail-stock compliances. The point of maximum departure from the ideal shape has been predicted analytically. Under the given conditions this has been found to depend upon the work length. © 1975, Taylor & Francis Group, LLC.",1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equations for the efficiency of a single-acting impact forming machine are derived by representing it as an equivalent single-degree-of-freedom spring-mass system. The deformation load is approximated by various shapes of the force pulse. The effects of the mass ratio, period ratio and the machine-structure parameters on the process efficiency are studied. The interaction between the input momentum and energy is explored. The influence of damping on the efficiency is also investigated. The analysis shows that for achieving a high level of efficiency the time duration in which deformation is completed should be equal to or greater than the natural period of the machine.",1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The purpose of this study is to help users and system engineers to choose the proper concepts for systems of production control/materials management. A typology of production situations and a typology of production control concepts have been developed for this. By comparing these typologies the problem ‘which control concepts will fit a given production situation?’ is discussed. By way of illustrating some existing production control concepts are roughly ‘allocated’ to production situations. The problem of more precise allocation is discussed. © 1980 Taylor and Francis Ltd.,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In this paper a start is made for a theory of production planning and control of the flow of goods. It deals with the analysis and optimization of the flow of goods in a network of stocks and production units, for which an integral control system IPSO ( = Initiating Production by Sales Orders) is used. It is shown that: (1)A method for the calculation of the control parameters can be worked out.(2)Quantifiable insight into the sort, strength and range of the interactions between the various parts of the flow of goods can be obtained, and(3)Rules of thumb for the control parameters in the various parts of the network can be derived. © 1980 Taylor & Francis Group, LLC.",1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In this article first a very brief overview is given of the main sociotechnical concepts and authors. This is followed by a rather critical examination of this approach, viz. from a methodological and a system theoretical standpoint. After that some suggestions are given for an improvement, in sociotechnical thinking, that might be fruitful with respect to the development of a theory. © 1975, Taylor & Francis Group, LLC.",1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The selection of parts and machines poses an important problem in the design and planning phases of cellular manufacturing and flexible manufacturing systems. In most real-life situations, this grouping invariably leads to bottle neck parts and machines. This paper discusses a method of identifying the minimal number of bottle-neck cells (machines or parts) which, when dealt with through either duplication of machines or subcontracting of parts, will result in perfect part- machine groupings with no overlap. The polynomially bounded algorithms used in the analysis are oriented towards finding minimal cut-nodes in either partition of the bipartite part-machine graph. © 1986 Taylor and Francis Group, LLC.",1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper represents a real-life case study on the profit effectiveness of maintenance decisions in a Belgian firm which manufactures construction materials on a continuous production line An integrated production—maintenance model was set up to evaluate the output of the production line for different maintenance decisions such, as preventive maintenance frequencies, design out maintenance, maintainability improvements and replacement policies.The changes in gross profit resulting from these decisions were compared with the cost of thg decisions. The idea of profit effectiveness combines the classical sub-optimizations of cost minimization and availability maximization into an overall optimization of the profit of the firm.The paper is an attempt to encourage the use of the profit concept in the area of maintenance management in order to reduce the emphasis put on the cost aspect of maintenance decisions. © 1981 Taylor & Francis Group, LLC.",1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For every customer order, the functional specifications which define a product that suits the customer's needs have to be determined. In order to define a bill-of-material (BOM) for every new customer order, these functional specifications have to be related to the engineering characteristics. This requires considerable knowledge about the product and its potential specifications. To support this error-prone task a generic BOM describes a range of products implicitly instead of enumerating the products individually. The importance of the use of a generic BOM is illustrated. The essence of the generic BOM is explained briefly and some of the problem in determining the suitability of a generic BOM are discussed.",1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Batch production in a flexible manufacturing environment is necessary not only to satisfy some technological constraints but also to achieve potential reductions in processing time, to reduce work-in-process and finished goods inventories, and to simplify the production planning process. Central to batch production is the problem of grouping part types and the required tools into families for simultaneous processing. This paper presents a practical and useful algorithm for grouping parts and tools in flexible manufacturing systems (FMSs).This problem is first formulated as a 0-1 linear integer program. A Lagrangian dual formulation is then developed to obtain an upper bound on the optimal objective function value. The Lagrangian dual program is further decomposed into a linear network subproblem and a set of knapsack subproblems. A subgradient algorithm with several enhancement strategies is employed to minimize the upper bound obtained from the dual problem. Computational results for medium and large-scale problems demonstrate that this solution procedure is effective. © 1990 Taylor & Francis Group, LLC.",1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper summarizes the development and implementation of a large-acale, multi-objective, lot-sizing model for scheduling tablet pharmaceuticals in a serial production syatem. The model placas multiple resource capacity constraints on production at various atagea of the manufacturing process and explicitly considere resourca aet-up timea to ensure the generation of a feasible schedule, The multi-period model uniquely allows for variable lot sizes by stage and by period, subject to integrality restrictions arising from the technological nature of the multi-stage process. An integer goal programming approach is used for determining non-dominated solutions to the multi-item problem. The implementation and utilization of the model by an international manufacturer of pharmaceuticala ia described, and model results are presented and discussed. © 1986 Taylor and Francis Ltd.",1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Production planning in flexible manufacturing requires the updating of work schedules each time a new product order is acquired. To this end, a Production Planning (PP) strategy should be devised by solving two coupled problems, embedded into an iteration: (i) Product Orders Scheduling, (ii) Production Capacity Planning. This paper presents a new algorithm to solve the Production Capacity Planning (PCP) Problem for a complex manufacturing system composed of a network of bufferized time-sharing workshops (i.e. shops able to share their service rates among different part types). The solution procedure developed allows one to minimize the Global Flow Time (GFT), while verifying service and storage capacity constraints, in association with a given future pattern of product orders. An example derived from an existing production process is outlined, to show the effective usefulness of the proposed PCP procedure, and its easy integration with existing scheduling tools. © 1988 Taylor & Francis Group, LLC.",1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper examines a just-in-time (JIT) system with kanbans with three subassembly lines feeding a final assembly station. Variability in operation times exists and variability effects are reduced by increasing work in process levels or by unbalancing the subassembly lines through assignment of work content at each station. Of the several unbalancing methods that were analysed in this study, only the high-medium-low showed a consistent improvement in the output rate of the JIT production system. The output rates with unbalanced stations were always superior to the output rate of the perfectly balanced configurations used as controls. The extent of improvement over the output rate of balanced systems increased directly with the variability in operation times in final assembly and subassembly stations and inversely with the interstage buffer capacity allowed in the system. © 1988 Taylor & Francis Group, LLC.",1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The optimal design and control of flexible manufacturing systems is essential to minimire operating costs and enhance productivity. We present a hybridmathematical model of a flexible manufacturing system as a closed network of queues for which the optimal cost effective system configuration is determined by a partial implicit enumeration algorithm. The optional configuration of both reliable and unreliable flexible manufacturing systems are considered. © Taylor & Francis Group, LLC.",1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Formation of machine cells often results in some intercellular movements between the cells. These movements cause lack of segregation among the cells. This is in conflict with the main objective of group technology which aims at independently operating cells. This paper presents a non-heuristic network approach to form manufacturing cells with minimum intercellular interactions. The machine-part matrix containing machining times is represented as a network which is subsequently partitioned by using a modified Gomory-Hu algorithm to find a minimum intercellular interaction. The modified algorithm improves the computational efficiency. © 1990 Taylor & Francis Group, LLC.",1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An occurrence-based service-level constraint, defined over a fiscal period, is introduced. This service-level constraint measures the actual number of stockout episodes and restricts it to a managerially acceptable level. It is shown that the solution to the emerging chance-constrained inventory problem is independent of the type and parameters of the demand distribution. The approach is demonstrated and its managerial implications, in particular with respect to reorder points, are discussed. © 1988 Taylor & Francis Group, LLC.",1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"One of the most important process parameters in making compound products is the expansion of the bonding surface. Bonding is not obtained until a critical surface expansion, characteristic of the deformation process, is reached. This paper deals with an experimental investigation of the influence of a superimposed hydrostatic pressure on the critical surface expansion during a forging process. The critical surface expansion appears to decrease with increasing hydrostatic pressure. This may be due to the fact that the close contact between the materials necessary to obtain bonding is created by a micro-extrusion of the surfaces into each other. This may explain why the bond strength achieved by different processes, such as forging and extrusion, is quite different for the same value of the surface expansion. © 1974, Taylor & Francis Group, LLC.",1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A coat model is presented in this paper for balancing a stochastic assembly line where the incompletions on the line are handled on the basis of a modular assembly concept. The model proposed is a modification of the approach by Kottas and Lau and incorporates the provision of task times being greater than the cycle time for a customer oriented production system offering structural variations in the product. The assembly line was simulated using the balance obtained by the proposed model for estimation of in-process-atorage capacity for physical layout and design of the assembly line. © 1976, Taylor & Francis Group, LLC.",1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milling experiments have been performed to investigate the dependence of surface finish s on cutting speed v feed f; and depth of cut d Regression analyses were carried out for a nonlinear model and for a linear model obtained therefrom by logarithmic transformation. The good agreement between the two sets of solutions confirms the adequacy of the model and the linear solution values are therefore commended as suitable ‘initial guesses’ for an iterative solution of the nonlinear case. In addition, small deviations of the 'controlled’ variables from values suitable for coding for a three-level factorial design were found not to be important. Finally, the dependence of surface finish on feed rate f was in fact so weak that the suppression of this parameter had little effect on the exponents of the other parameters. Overall the relationship could therefore be well represented by sα(v/d)15/4. © 1984 Taylor &amp; Francis Group, LLC.",1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Most American firms are concerned with improving their quality. Unfortunately, the current literature does not give a comprehensive theoretical model in order to evaluate each recommendation economically. Because of the lack of a theoretical model and the complexity of quality improvement systems, integrative efforts coordinating marketing and production have been largely ineffective in the strategies of firms, since they have not been subject to traditional cost-benefit analysis. This study develops an integrative strategic quality management theory and a cost-benefit model which put quality improvement programmes into the traditional decision-making framework. Conclusions of this study suggest that quality improvement programmes benefits are cumulative and costs are static. Consequently, evaluation of quality improvement programmes must be dynamic and integrative if they are to be properly evaluated. © 1989 Taylor & Francis Group, LLC.",1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper presents a theoretical MRP l model which includes both demand and supply uncertainties from quantity and timing variations. The model suggests empirical methodologies to estimate the variances of final outputs and components for estimates of safety stock requirements to reduce uncertainty. The paper suggeats methodology for safety stock estimates to alleviate demand uncertainty for made-to-stock organizations and made-to-order organizations. The paper also suggeat methodologies to estimate safety stock for the production systems to alleviate supply uncertainty. © 1985 Taylor and Francis Group, LLC.",1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper discusses the problem of machine-component cell formation in group technology. Many approaches reported in this area, after Burbidge's pioneering work in production flow analysis, make use of the similarity coefficient of the additive type. This paper presents a heuristic approach based on the similarity coefficient of the product type. The proposed method has also been tested by using the similarity coefficient of additive type. For a large number of problems tested, the method yields a minimum number of exceptional elements. The method is computationally straightforward and is explained through a flowchart. © 1984 Taylor and Francis Ltd.",1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The paper describes self-tuning control as applied to a purpose-built experimental five-axis manipulator arm. The dynamic equations of the three principle axes are linearized and used as a design basis for pole-assignment self-tuning adaptive controllers Two applications are presented. In the first application the manipulator arm is controlled using a SISO pole-assignment self-tuner, while in the second, a multivariable pole-assignment self-tuning controller is applied. A discussion of the practical issues affecting these two application is presented in the concluding section. © 1989 Taylor & Francis Group, LLC.",1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The facilities design problem involves the constrained assignment of n facilities to n locations in such a way that the total cost of the design is minimized. All n! feasible solutions for a given problem yield a finite frequency distribution of total costs between absolute lower and upper bounds. The distribution possesses an easily calculable and absolute mean and may often be adequately described by the normal distribution as well as the gamma and Weibull distributions. This paper considers such distributions associated with the facilities design problem and presents a method of calculating the standard deviation using only the basic distance and flow data associated with the problem. The method is accurate for small values of n and yields good approximations for higher values, the quality of the approximation depending on. the ‘ sparseness ’ of the flow matrix. The method proposed is of value to the facilities design engineer when comparing the relative officiences of alternative layouts, or in assessing the performance of a layout design in the dynamic or operational state. © 1976, Taylor & Francis Group, LLC.",1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Flat Generating System considered has been used on automatic lathes for many years. Its function is to generate parallel flats, squares, hexagons and other regular patterns of flats on turned components as part of the turning operation. Figure 1 illustrates two typical components with hexagons produced by this System. It has been generally accepted that the system does not produce truly flat sides on the form being generated. However there is no apparent evidence than an analysis of the accuracy of the system has been carried out. This may be because under certain established empirical conditions the errors have not been of sufficient magnitude to warrant attention. A preliminary investigation does reveal that varying degrees of error occur with variations in the machining condition and that at a certain stage a change from a concave error to a convex error takes place. On this basis, there would appear to be merit in examining the system with a view to optimizing the machining conditions to achieve maximum accuracy. © 1973 Taylor and Francis Group, LLC.",1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mal-alignment between autocollimator and work has a varying influence on the precision of the measuring process, producing uncertainty regarding the degree of precision required. This paper determines the critical extent of mal-alignment in autocollimator applications so that in the case of low order accuracy some relaxation of the alignment condition may be applied, and in the case of high order accuracy the precise influence of related mal-alignment elements can be examined to ensure that the accuracy required can be achieved. The influence of mal-alignment on the accuracy of reading for all applications of various types of autocollimator is illustrated by graphs. The influence of specific auxiliaries employed with the autocollimator, and their relationship to the basic alignment conditions are also considered. © Taylor and Francis Group, LLC.",1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scheduling has been adiffieult problem for job shops which manufacture discrete parts. The research described in this paper investigates the hypothesis that interactive man-computer scheduling methodology is more effective in this task than a batch scheduling methodology. This hypothesis is investigated under eight different problem configurations generated bv varying three job description parameters. The results have been evaluated statistically and the effectiveness of an interactive schedule compared to the slack-per-remaining-operation heuristic is investigated. Influences of the level of variation in job description parameters on the quality of the interactive schedule have also been analysed in this stndv. Results show that scheduling interact ively is significantly more effective in most' problem situations, and that the level of variation of some of the parameters has a significant impact on the quality of the interactive schedule. © 1981 Taylor & Francis Group, LLC.",1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper discusses the use of the geometric programming technique to determine the cutting speed and Teed which yield minimum production cost. The method provides for simultaneous determination of the cost optimum values of speed and feed and allows for the incorporation of restrictions on the allowable levels of the machining variables. © 1970, Taylor & Francis Group, LLC.",1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reliability has always been one of the most important criteria for designing any type of system. Unfortunately, increase in reliability may produce a design which, once broken down, will take a long time to repair, thus reducing the total time for which the system is available for use. The relatively new concept of availability accounts for this trade-off. This paper investigates the problem of optimal availability allocation in a multi-component system. Two methods are considered, namely dynamic programming and the discrete maximum principle. Numerical examples are presented to illustrate these concepts.",1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reliability has always been one of the most important criteria for designing any type of system. Unfortunately, increase in reliability may produce a design which, once broken clown, will take a long time to repair, thus reducing the total time for which the system is available for use. The relatively new concept of availability accounts for this trade-off. This paper investigates the problem of optimal availability allocation in a multi-component system. Two methods are considered, namely dynamic programming and the discrete maximum principle. Numerical examples are presented to illustrate these concepts. © 1963 Taylor & Francis Group, LLC. All rights reserved.",1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just-in-time (JIT) production is a philosophy that calls for reducing work-in-process (WIP) inventory to aid process improvement and reduce process variability. In some cases, JIT production has been misinterpreted as a method that would lead to zero or minimal WIP with a lot size of one. There are no models or theories to achieve the JIT goal, i.e. non-stock-production (NSP), and, in particular, to help determine when and where to maintain this minimal inventory. A kanban system acts as the nerve of a JIT production system whose functions are to direct materials just-in-time to workstations in stages of manufacturing, and to pass information as to what and how much to produce. Indeed, the number of kanbans between two adjacent workstations decides the inventory level of that pair of workstations. With the objective of minimizing WIP inventory level, one model dealing with three cases of production configuration is developed for deciding the optimum number of kanbans. The model is then solved using a Markov process approach which considers the demand of finished products as the departure rate and the production rates of stations as arrival rate. In this paper, the model and solution procedure are illustrated with a numerical example. © 1990 Taylor & Francis Group, LLC.",1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper studies two approaches to constructing control charts for linguistic data. Linguistic data can provide more information than the binary classification used in control charts by attributes. A generic approach for constructing attribute control charts using linguistic data is described. Several methods for calculating the values representing sample means, and for determining the centre line and the control limits are presented. © 1990 Taylor & Francis Group, LLC.",1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper deals with selecting a heuristic rule for concurrent scheduling of mixtures of due-date and non-due-date jobs. The measure of performance for the mixture of jobs is chosen to be mean flowtime subject to the constraint that due dates are satisfied. To handle varying levels of due-date tightness, three types of schedules are introduced. Dispatching rules for two of the three types of schedules were selected by simulation. Decision rules for determining the best schedules in appropriate situations are suggested. © 1983 Taylor & Francis Group, LLC.",1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper presents a structured method for extracting knowledge in building expert systems for designing precision forging dies. An unvaried pattern with four steps is proposed. In addition, a new learning method and a belief evaluation method for improving the reliability and intelligence of the system are discussed. © 1990 Taylor & Francis Group, LLC.",1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The paper gives a survey of problems that occur for the gripper system when handling systems are applied in small batches production. In order to solve these problems, a systematic approach is described in the paper. Solutions can be found, for example, in a universal gripper for a whole work-piece spectrum or using gripper changing systems. In order to develop a universal gripper, it is necessary to analyse significant areas on every work-piece type of the whole work-piece spectrum. If it is impossible to design a universal gripper, an automatic moulding gripper could be a possibility. Thus, moulding grippers were developed that use sensors and positioning drives. This paper presents new types of automatic moulding jaws that can be fixed on various grippers. The moulding jaws have been developed as a simple system for moulding purposes in comparison to moulding grippers with sensors and positioning drives. Those automatic moulding jaws will be described in detail. Experiments with moulding jaws were made by means of a special gripper test station. Results of the experiments will be presented as well as a future outlook on gripper technology © 1980 Taylor & Francis Group, LLC.",1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The paper lewribe, dloringth ree case studies, the procedure and methorlologiral aids ustd fiw planning and realization of a computer-assisted n-anufacturing island fort uruinp and drillingof rotational parts, and an FlIS for rotational parts in the aut--lnotivinrd ustry which hare been realized or are currently under construction Fu. rther. the results arr! analgsed in terms oftechnical performance and economic eralu:-tion.A dditionally discussed are some hard-toquantify features of the mentioned FMS which must be emphasized to keep paw with the requiremt:nts of more competitive production. The paper concludes with rrcomnicndations for the proper steps toward flexibly automated production. © 1986 Taylor and Francis Ltd.",1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The paper discusses changes in working conditions in West Germany and the possible approaches to work structuring pioneered by the Philips company. It then considers problems of evaluating alternative work systems and illustrates the application of the theoretical concepts in two examples, car radio and ignition distributor assembly. In both cases it was found that the conventional assembly line was not flexible enough to satisfy either the human needs or the production/marketing requirement. © 1977, Taylor & Francis Group, LLC.",1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In designing new work structures for the industrial area, the main aim is to optimize the interaction of the technical, social and organizational system. Studies in some factories have shown that new work structures cause completely different requirements for the production control system in comparison with conventional working systems. These requirements are described using the examples of production cells and assembly groups. Two potential solutions for production control are illustrated. In the case of component manufacture in production cells, particular attention is given to short-term production control and the transfer of planning activities to the workers. In assembly the main emphasis is placed on medium-term planning and its link to the new work structures. © 1979 Taylor and Francis Ltd.",1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To look for patterns in the organisation of engineering design departments, a pilot comparison has been made of numerical information on the employment of engineers, draughtsmen and technicians on design and supporting development in a variety of firms. The results indicate patterns in the distribution of designers by salary level and in the proportion of designers engaged in co-ordination of design. Some pattern also appears in the relative costs of design, but none of the results appears to have any relation to the duration of design or to the number of engineers relative to the number of draughtsmen and technicians. © 1970 Taylor & Francis Group, LLC.",1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It is generally agreed that flexibility in job-shop layouts is a desirable goal which must be planned for in a systematic fashion. Not generally available, however, are procedures by which alternate layout designs can be quantitatively evaluated with respect to the amount of flexibility a particular layout may possess. This paper is concerned with facilities design of job-shop layouts, and analysis of the ability of these layouts to respond to known and future product mixes. The ability of layouts to respond to known and future product mixes is defined as flexibility. Design of a facility is restricted to the spatial arrangement of machines, material-1product storage areas and entrances-exits. An approach is presented which uses annual material handlingtosts that vary from one design to another as a measure of a design's flexibility. The measure is tested on an actual shop and six alternative layouts. The example indicates not only that annual material handling costs can be used successfully as a relative measure of the flexibility a particular layout arrangement possesses, but also that it provides a measure by which the cost: benefit ratio of changing to an alternate design can be evaluated. Guidelines are presented which discuss the limitations and applicability of using this approach to evaluate job-shop layout flexibility. © 1980 Taylor and Francis Ltd.",1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An adequate and economic automation of production plants demands standardized and transferable solutions especially as far as computer controlled production is concerned. New developments of hardware and software components offer potential users extendable systems which, depending on the degree of extension, are capable of coping with both the technical and the organizational information flow within the production plant. In course of research developments concerned with the automation of production installation, a DNC-system was. first built using standardized process peripherals (CAMAC) and modular process control software written in a high-level language (PROCESS-FORTRAN) and later implemented in industry. In the current set-up are two complex flexible manufacturing systems, one for profile milling pieces and one for rotational pieces. These DNC-systems are being equipped with additional functions necessary for data processing as well as for material-flow, handling functions and process monitoring. The presentation deals with the development and set-up of these two systems. © 1980 Taylor & Francis Ltd.",1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
